
06-MAY-03,Glaxo,Phoenix,Buy,330.40,NA,3306.95,900.89,6.91,NA
06-MAY-03,Ashok Leyln,Fortis,Result Update ? Q4fy03,5.33,NA,74.10,1290.24,48.50,NA
06-MAY-03,Sun Pharma,Fortis,Buy,14.40,NA,873.00,5962.50,547.56,NA
07-MAY-03,Great Easte,KR Choksey,Fy03 Results Update,42.60,NA,341.10,700.70,-14.82,NA
07-MAY-03,Cent Tex &amp; In,Phoenix,Buy,54.80,NA,710.70,1196.90,37.96,NA
07-MAY-03,Bharat Forge,Phoenix,Buy,54.57,NA,1108.50,1931.34,116.08,NA
07-MAY-03,Jindal.iron,Pioneer,Buy,83.00,NA,292.60,252.53,-62.50,NA
07-MAY-03,Ashok Leyln,Pioneer,Buy,5.29,NA,74.10,1300.76,49.01,NA
07-MAY-03,Unitech ,Pioneer,Buy,0.31,NA,8.15,2529.03,179.67,NA
07-MAY-03,Bharat Forge,Fortis,Result Update ? Q4fy03,54.57,NA,1108.50,1931.34,116.08,NA
08-MAY-03,Itd Cem,KR Choksey,Update: Q1 Fy`03 Results,146.70,NA,683.50,365.92,-50.76,NA
08-MAY-03,Bharat Forge,ILFS,Hold,55.35,NA,1108.50,1902.71,111.67,NA
08-MAY-03,Bharat Forge,Pioneer,Buy,55.35,NA,1108.50,1902.71,111.67,NA
08-MAY-03,Siemens,Phoenix,Buy,32.79,NA,1382.90,4117.44,345.75,NA
09-MAY-03,Alfa Laval I,KR Choksey,Q1fy03 Results Update,258.95,NA,3946.50,1424.04,60.45,NA
09-MAY-03,Eicher Motor,Phoenix,Buy,84.75,NA,20338.10,23897.76,2426.45,NA
09-MAY-03,Jbchepharm,Pioneer,Buy,31.37,NA,239.20,662.51,-19.72,NA
10-MAY-03,Mphasis ,ILFS,Buy,68.78,NA,410.70,497.12,-37.14,NA
12-MAY-03,Andhra Bank,KR Choksey,Update: Q4fy03 Results Update,35.25,NA,70.00,98.58,-79.14,NA
12-MAY-03,Jindalstel,Pioneer,Buy,6.19,NA,87.95,1320.84,49.22,NA
12-MAY-03,Jindalstel,HDFC Sec,Outperformer,6.19,NA,87.95,1320.84,49.22,NA
12-MAY-03,Tataglobal,HDFC Sec,Outperformer,20.54,NA,135.30,558.71,-30.82,NA
13-MAY-03,Kochi Refin,KR Choksey,Fy03 Results Update,71.15,NA,163.40,129.66,-75.74,NA
13-MAY-03,Jubilan,Pioneer,Buy,35.30,NA,168.90,378.47,-49.45,NA
13-MAY-03,Apollo Tyre,Phoenix,Buy,12.78,NA,173.00,1253.68,43.03,NA
13-MAY-03,Ceatl,ILFS,Not Rated,28.66,NA,707.20,2367.55,160.72,NA
14-MAY-03,Tata Chem,KR Choksey,Update: Q4fy03 Results,71.15,NA,436.75,513.84,-34.41,NA
14-MAY-03,Union Bank,ILFS,Buy,33.05,NA,155.95,371.86,-49.58,NA
14-MAY-03,Great Easte,Pioneer,Buy,43.55,NA,341.10,683.24,-16.31,NA
15-MAY-03,Bharat Elec,KR Choksey,Update: Fy`03 Results,265.20,NA,3411.75,1186.48,38.33,NA
15-MAY-03,Digi Globals,Phoenix,Market Performaer,537.50,NA,835.00,55.35,-83.30,NA
15-MAY-03,Alfa Laval I,Aarnik,Buy,274.65,NA,3946.50,1336.92,54.51,NA
16-MAY-03,Kansainer,KR Choksey,Update: Fy`03 Results,5.89,NA,218.95,3617.32,305.49,NA
16-MAY-03,Bajajhldng,Fortis,Buy,466.60,NA,1455.00,211.83,-65.98,NA
16-MAY-03,Bajajhldng,ILFS,Buy,466.60,NA,1455.00,211.83,-65.98,NA
17-MAY-03,Bajajhldng,Pioneer,Buy,466.60,NA,1455.00,211.83,-65.98,NA
19-MAY-03,Digi Globals,KR Choksey,Update: Fy`03 Results,524.80,NA,835.00,59.11,-82.72,NA
19-MAY-03,Ofss,HDFC Sec,Outperformer,421.60,NA,3835.00,809.63,-1.19,NA
20-MAY-03,Praj Indus,KR Choksey,Fy03 Results Update,2.23,NA,94.25,4126.46,361.99,NA
21-MAY-03,Orchid Chem,KR Choksey,Update: Fy`03 Results,68.40,NA,60.60,-11.40,-90.33,NA
