
19-SEP-06,Hblpower,Padmakshi,Buy,25.41,34.80,48.80,92.05,-17.96,Achieved
20-SEP-06,Abb,KR Choksey,Test,572.72,NA,1330.20,132.26,0.37,NA
20-SEP-06,Syndicate,Brics,Buy,73.55,100.00,101.10,37.46,-40.60,Achieved
20-SEP-06,Ntpc ,UTI Sec,Buy,129.70,160.00,138.10,6.48,-53.99,Pending
20-SEP-06,Gokex,Karvy,Visit Note,310.27,NA,65.65,-78.84,-90.86,NA
21-SEP-06,Wockpharma,Karvy,Company Update,402.85,440.00,1424.45,253.59,54.89,Achieved
22-SEP-06,Exedy In,HDFC Sec,Management Meet,88.30,NA,342.50,287.88,69.39,NA
22-SEP-06,Orientbank,Angel,Hold,251.70,275.00,174.00,-30.87,-69.81,Pending
22-SEP-06,Ipca Labora,Karvy,Buy,73.49,100.00,705.00,859.31,318.93,Achieved
22-SEP-06,Gujarat Gas,Angel,Buy,118.65,136.80,745.60,528.40,174.43,Achieved
25-SEP-06,Rico Aut In,Karvy,Buy,77.15,103.00,44.10,-42.84,-75.17,Pending
25-SEP-06,Pvr ,Karvy,Buy,255.55,333.00,656.00,156.70,11.53,Achieved
25-SEP-06,Rico Aut In,Brics,Buy,77.15,103.00,44.10,-42.84,-75.17,Pending
26-SEP-06,Subex,Karvy,Buy,436.15,540.00,13.40,-96.93,-98.65,Pending
26-SEP-06,Emco ,Asit C. Mehta,Equity Pick,106.40,NA,29.00,-72.74,-88.02,NA
26-SEP-06,Pvr ,Brics,Buy,253.80,370.00,656.00,158.47,13.65,Achieved
27-SEP-06,Orientppr,Brics,Buy,55.52,82.27,26.05,-53.08,-79.29,Pending
27-SEP-06,Jubilan,Padmakshi,Buy,206.35,269.00,168.90,-18.15,-63.88,Pending
28-SEP-06,Bajajhldng,Karvy,Market Performer,2925.45,3200.00,1455.00,-50.26,-78.02,Pending
29-SEP-06,Skmeggpro,Brics,Buy,22.05,45.00,6.65,-69.84,-86.60,Pending
29-SEP-06,Tcs ,Asit C. Mehta,Equity Pick,510.80,NA,2591.50,407.34,125.50,NA
03-OCT-06,Patni Compu,Karvy,Buy,385.65,480.00,515.75,33.74,-40.98,Achieved
03-OCT-06,Crompgreav,Emkay,Buy,97.96,117.95,162.45,65.83,-26.81,Achieved
04-OCT-06,Tech Mah,Karvy,Outperformer,153.41,181.25,486.50,217.12,38.12,Achieved
04-OCT-06,Wockpharma,Karvy,Outperformer,402.85,490.00,1424.45,253.59,54.00,Achieved
05-OCT-06,Pfizer Ltd.,HDFC Sec,Results Review,890.60,NA,1998.55,124.40,-0.78,NA
09-OCT-06,Polyme,Karvy,Buy,16.18,20.00,455.60,2715.82,1142.64,Achieved
09-OCT-06,Bharat Forge,Asit C. Mehta,Buy,365.60,418.00,1108.50,203.20,33.80,Achieved
09-OCT-06,Infosys ,Brics,Buy,474.32,500.00,997.70,110.34,-7.17,Achieved
10-OCT-06,Contain Corp,Karvy,Market Performer,605.01,616.70,1718.50,184.04,25.33,Achieved
10-OCT-06,Angin,Angel,Buy,347.20,425.00,32.30,-90.70,-95.90,Pending
11-OCT-06,Infosys ,Karvy,Results Review,495.33,625.00,997.70,101.42,-11.20,Achieved
11-OCT-06,Praeng,Padmakshi,Buy,206.95,350.00,6.43,-96.89,-98.63,Pending
11-OCT-06,Infosys ,Angel,Buy,495.33,600.00,997.70,101.42,-11.20,Achieved
11-OCT-06,Pvr ,Karvy,Buy,244.60,315.00,656.00,168.19,18.24,Achieved
11-OCT-06,Shree Cemen,Karvy,Outperformer,1122.15,1275.00,11411.00,916.89,348.31,Achieved
12-OCT-06,Fame India,Karvy,Outperformer,59.28,64.95,35.05,-40.87,-73.54,Pending
12-OCT-06,Infosys ,Brics,Buy,505.26,554.25,997.70,97.46,-11.65,Achieved
12-OCT-06,Easter Silk,Asit C. Mehta,Analyst Meet Note,24.14,NA,1.66,-93.12,-96.92,NA
12-OCT-06,Ramcocem,Angel,Buy,160.62,200.00,351.35,118.75,-2.12,Achieved
12-OCT-06,Infosys ,Asit C. Mehta,Result Update,505.26,NA,997.70,97.46,-11.65,NA
12-OCT-06,Megasoft ,Asit C. Mehta,Analyst Meet Note,131.70,NA,5.79,-95.60,-98.03,NA
13-OCT-06,Avantel ,Karvy,Buy,48.30,85.00,101.00,109.11,-4.95,Achieved
13-OCT-06,Axis Bank,Angel,Hold,82.00,91.00,578.75,605.79,220.81,Achieved
16-OCT-06,E I D Parry,Karvy,Buy,82.55,111.50,143.85,74.26,-19.60,Achieved
16-OCT-06,Mercator,Karvy,Buy,41.70,52.00,18.85,-54.80,-79.14,Pending
16-OCT-06,Tcs ,Angel,Buy,565.23,680.00,2591.50,358.49,111.53,Achieved
16-OCT-06,Zenithbir,Angel,Avoid,48.08,NA,0.65,-98.65,-99.38,NA
17-OCT-06,Dishman Phar,HDFC Sec,Results Preview,201.90,NA,164.60,-18.47,-62.52,NA
17-OCT-06,Cipla Ltd.,HDFC Sec,Results Preview,261.50,NA,633.25,142.16,11.34,NA
17-OCT-06,Bharat Forge,Angel,Hold,361.45,415.00,1108.50,206.68,41.01,Achieved
17-OCT-06,H D F C Bank,Angel,Neutral,201.82,NA,1071.70,431.02,144.16,NA
17-OCT-06,Kirlosbros,Angel,Hold,423.65,460.00,194.00,-54.21,-78.94,Pending
17-OCT-06,Ultracemco,Angel,Hold,895.55,950.00,3040.25,239.48,56.09,Achieved
17-OCT-06,Vtl,Angel,Buy,292.95,380.00,677.20,131.17,6.29,Achieved
17-OCT-06,Venusrem,Brics,Buy,407.35,602.00,145.30,-64.33,-83.60,Pending
17-OCT-06,Arogranite,Brics,Buy,53.38,92.01,50.95,-4.55,-56.11,Pending
17-OCT-06,Gabriel,Brics,Buy,18.07,25.50,76.65,324.18,95.04,Achieved
