
12-JAN-04,H D F C Bank,KR Choksey,Update: Q3 Fy04 Results,72.95,NA,1071.70,1369.09,218.12,NA
13-JAN-04,Samtel Col,KR Choksey,Initiating Coverage,57.10,NA,0.49,-99.14,-99.81,NA
13-JAN-04,21stcenmgm,Pioneer,Buy,4.10,NA,39.80,870.73,112.47,NA
14-JAN-04,Balamines,Pioneer,Buy,12.05,NA,115.00,854.36,110.96,NA
16-JAN-04,Heromotoco,Pioneer,Buy,463.35,NA,2516.00,443.00,15.23,NA
20-JAN-04,Indhotel,KR Choksey,Update - Q3fy04 Results,46.41,NA,95.45,105.67,-56.53,NA
20-JAN-04,Jsl,Pioneer,Buy,97.71,NA,38.50,-60.60,-91.67,NA
21-JAN-04,Indhotel,Pioneer,Hold,44.95,NA,95.45,112.35,-56.36,NA
23-JAN-04,Hous Dev Fin,KR Choksey,Update: 9m Fy04 Results,126.01,NA,1292.95,926.07,112.99,NA
23-JAN-04,Marico ,Pioneer,Buy,11.23,NA,446.35,3874.62,725.06,NA
23-JAN-04,Bharat Forge,Pioneer,Hold,143.62,NA,1108.50,671.83,60.22,NA
29-JAN-04,Blue Dart Ex,KR Choksey,Result Update: Q3 Fy04,152.00,NA,6305.50,4048.36,759.07,NA
30-JAN-04,Finolex Cabl,KR Choksey,Result Update: Q3 Fy04,27.92,NA,253.25,807.06,84.37,NA
03-FEB-04,Visualsof,KR Choksey,Update: Q3 Fy04 Results,181.15,NA,79.90,-55.89,-91.15,NA
04-FEB-04,Dr. Reddy,KR Choksey,Update: Q3fy04 Results,661.58,NA,3567.70,439.27,10.79,NA
05-FEB-04,Contain Corp,KR Choksey,Update Q3fy?04 Results,246.79,NA,1718.50,596.34,42.16,NA
06-FEB-04,I T C ,KR Choksey,Update - Q3fy04 Results,32.87,NA,313.75,854.52,97.11,NA
09-FEB-04,Essel Propack,KR Choksey,Initiating Coverage,54.93,NA,132.10,140.49,-49.14,NA
10-FEB-04,Bharat Forge,KR Choksey,Update: 9m Fy04 Results,161.40,NA,1108.50,586.80,45.41,NA
11-FEB-04,Sun Pharma,KR Choksey,Update: Q3fy04 Results,31.91,NA,873.00,2635.82,480.91,NA
13-FEB-04,Automotive S,KR Choksey,Update: Q3 Fy04 Results,55.61,NA,40.00,-28.07,-84.57,NA
13-FEB-04,Gammon India,LKP,Buy,88.09,NA,18.65,-78.83,-95.46,NA
13-FEB-04,Graphite In,LKP,Buy,23.60,NA,82.80,250.85,-24.73,NA
13-FEB-04,Infosys ,LKP,Buy,168.04,NA,997.70,493.73,27.38,NA
13-FEB-04,Ipca Labora,LKP,Buy,62.10,NA,705.00,1035.27,143.56,NA
13-FEB-04,Maninds,LKP,Buy,57.45,NA,90.80,58.05,-66.09,NA
13-FEB-04,Bajajhin,LKP,Buy,35.49,NA,13.40,-62.24,-91.90,NA
13-FEB-04,Mahindra Sa,LKP,Buy,169.13,NA,115.30,-31.83,-85.37,NA
15-FEB-04,Bajajhin,LKP,Buy,35.49,NA,13.40,-62.24,-91.90,NA
16-FEB-04,Glaxo,KR Choksey,Analyst Meet Notes,638.50,NA,3306.95,417.92,11.13,NA
17-FEB-04,Palre,KR Choksey,Ipo Update,0.00,NA,46.90,0.00,-78.46,NA
18-FEB-04,Canbk,KR Choksey,Update: 9m Fy04 Results,141.90,NA,286.80,102.11,-56.53,NA
19-FEB-04,Hindunilvr,KR Choksey,Update - Q4fy04 Results,182.05,NA,917.25,403.85,5.28,NA
20-FEB-04,Bajajhin,KR Choksey,Initiating Coverage,34.47,NA,13.40,-61.13,-91.88,NA
24-FEB-04,C M C ,KR Choksey,Ipo Update,263.15,NA,2005.00,661.92,55.93,NA
25-FEB-04,Gail,KR Choksey,Analysts? Meet Update,130.67,NA,390.50,198.84,-40.08,NA
26-FEB-04,Dredgecorp,KR Choksey,Analysts? Meet Update,467.85,NA,361.10,-22.82,-84.67,NA
01-MAR-04,Gillette India,KR Choksey,Update - Q4fy04 Results,635.10,NA,4574.70,620.31,49.69,NA
03-MAR-04,Thomas Cook,KR Choksey,Update: Q1 Fy04 Results,43.84,NA,229.60,423.72,9.19,NA
03-MAR-04,Mah Seamless,LKP,Buy,87.25,NA,195.00,123.50,-53.40,NA
04-MAR-04,Pfizer Ltd.,KR Choksey,Update: Q4fy03 Results,444.65,NA,1998.55,349.47,-6.71,NA
08-MAR-04,Ong Corp ,KR Choksey,Analysts? Meet Update,141.88,NA,313.70,121.10,-53.17,NA
11-MAR-04,Niitl,KR Choksey,Analyst Meet (4th March 04) Update,25.49,NA,42.75,67.71,-66.18,NA
12-MAR-04,Zicom Electr,KR Choksey,Initiating Coverage,44.60,NA,167.30,275.11,-23.69,NA
15-MAR-04,Nestlein,KR Choksey,Update: Q3fy04 Results,598.95,NA,6140.40,925.19,101.98,NA
16-MAR-04,Pioneeremb,KR Choksey,Initiative Coverage,59.95,NA,33.50,-44.12,-88.98,NA
17-MAR-04,Skfindia,KR Choksey,Initiating Coverage,77.10,NA,1423.00,1745.65,264.62,NA
19-MAR-04,Itd Cem,KR Choksey,Update: Results Update,167.15,NA,683.50,308.91,-20.56,NA
24-MAR-04,Rasht Chem &amp; Fer,KR Choksey,Update: Q3 Fy04 Results,36.70,NA,55.90,52.32,-70.67,NA
25-MAR-04,Nationalum,KR Choksey,Q3 Fy04 - Results Update,44.77,NA,40.00,-10.65,-82.74,NA
26-MAR-04,L I C Hous Fin,KR Choksey,Initiating Coverage,38.09,NA,455.00,1094.54,135.70,NA
30-MAR-04,Icici Bank,KR Choksey,Update: Q3 Fy04 Results,59.46,NA,312.15,424.97,3.43,NA
31-MAR-04,Abbotindia,KR Choksey,Result Update,513.65,NA,3880.20,655.42,50.72,NA
01-APR-04,Sanofi,KR Choksey,Result Update,715.45,NA,3501.00,389.34,0.26,NA
12-APR-04,Finolex Cabl,Pioneer,Initiating Coverage,25.13,NA,253.25,907.76,108.01,NA
21-APR-04,Jsl,Pioneer,Buy,69.95,NA,38.50,-44.96,-88.46,NA
06-MAY-04,Cipla Ltd.,LKP,Buy,108.21,NA,633.25,485.20,20.24,NA
06-MAY-04,Acc ,Pioneer,Hold,289.50,NA,1465.55,406.23,4.01,NA
06-MAY-04,Bhusanstl,Pioneer,Buy,18.63,NA,57.20,207.03,-36.92,NA
15-MAY-04,Ambujacem,LKP,Buy,41.48,NA,237.20,471.84,3.46,NA

